"Name";"Bereich";"Information";"V.-Datum";"Relevanz";"session.sessionid=";"fts_search_list.selected";"fts_search_list.destHistoryId";"timestamp"
"COGLAS GmbH Wunstorf";"Rechnungslegung/ Finanzberichte";"» Jahresabschluss zum Geschäftsjahr vom 01.01.2018 bis zum 31.12.2018";"28.11.2019";"100%";"aba51bcc9fdd59516710d900a8a5ca24";"a77a95b68414f5bd";"97405";"Thu Jul 16 11:16:57 2020"
"COGLAS GmbH Wunstorf";"Rechnungslegung/ Finanzberichte";"» Jahresabschluss zum Geschäftsjahr vom 01.01.2017 bis zum 31.12.2017";"07.01.2019";"100%";"aba51bcc9fdd59516710d900a8a5ca24";"7d158a78a0515ca8";"97405";"Thu Jul 16 11:16:57 2020"
"COGLAS GmbH Wunstorf";"Rechnungslegung/ Finanzberichte";"» Jahresabschluss zum Geschäftsjahr vom 01.01.2016 bis zum 31.12.2016";"29.11.2017";"92%";"aba51bcc9fdd59516710d900a8a5ca24";"ece6d3197515341d";"97405";"Thu Jul 16 11:16:57 2020"
"COGLAS GmbH Wunstorf";"Rechnungslegung/ Finanzberichte";"» Jahresabschluss zum Geschäftsjahr vom 01.01.2015 bis zum 31.12.2015";"15.11.2016";"92%";"aba51bcc9fdd59516710d900a8a5ca24";"ce3e3e19874e1660";"97405";"Thu Jul 16 11:16:57 2020"
"COGLAS GmbH Wunstorf";"Rechnungslegung/ Finanzberichte";"» Jahresabschluss zum Geschäftsjahr vom 01.01.2014 bis zum 31.12.2014";"18.11.2015";"92%";"aba51bcc9fdd59516710d900a8a5ca24";"621e5fd2e867a594";"97405";"Thu Jul 16 11:16:57 2020"
"COGLAS GmbH Wunstorf";"Rechnungslegung/ Finanzberichte";"» Jahresabschluss zum Geschäftsjahr vom 01.01.2013 bis zum 31.12.2013";"04.02.2015";"92%";"aba51bcc9fdd59516710d900a8a5ca24";"fa6fc139526b8aca";"97405";"Thu Jul 16 11:16:57 2020"
"COGLAS GmbH Wunstorf";"Rechnungslegung/ Finanzberichte";"» Jahresabschluss zum Geschäftsjahr vom 01.01.2012 bis zum 31.12.2012";"31.01.2014";"92%";"aba51bcc9fdd59516710d900a8a5ca24";"d7a67ece2051f4b0";"97405";"Thu Jul 16 11:16:57 2020"
"COGLAS GmbH Wunstorf";"Rechnungslegung/ Finanzberichte";"» Jahresabschluss zum Geschäftsjahr vom 01.01.2011 bis zum 31.12.2011";"09.01.2013";"92%";"aba51bcc9fdd59516710d900a8a5ca24";"25c8be77e6d826d3";"97405";"Thu Jul 16 11:16:57 2020"
"COGLAS GmbH Wunstorf";"Rechnungslegung/ Finanzberichte";"» Jahresabschluss zum Geschäftsjahr vom 01.01.2010 bis zum 31.12.2010";"30.12.2011";"92%";"aba51bcc9fdd59516710d900a8a5ca24";"331d0637c11e4f8c";"97405";"Thu Jul 16 11:16:57 2020"
"COGLAS GmbH Wunstorf";"Rechnungslegung/ Finanzberichte";"» Jahresabschluss zum Geschäftsjahr vom 01.01.2009 bis zum 31.12.2009";"31.12.2010";"92%";"aba51bcc9fdd59516710d900a8a5ca24";"59f1230f8cb68ddf";"97405";"Thu Jul 16 11:16:57 2020"
"COGLAS GmbH Wunstorf";"Rechnungslegung/ Finanzberichte";"» Jahresabschluss zum Geschäftsjahr vom 01.01.2008 bis zum 31.12.2008";"27.01.2010";"92%";"aba51bcc9fdd59516710d900a8a5ca24";"255fc641a5343218";"97405";"Thu Jul 16 11:16:57 2020"
"COGLAS GmbH Wunstorf";"Rechnungslegung/ Finanzberichte";"» Jahresabschluss zum Geschäftsjahr vom 01.01.2007 bis zum 31.12.2007";"22.01.2009";"92%";"aba51bcc9fdd59516710d900a8a5ca24";"cedaf899e436893d";"97405";"Thu Jul 16 11:16:57 2020"
